	id	sentence	Past	Future
860	Reagan_1983_127	Our trade position can also be improved by making our port system more efficient.	0.0	1.0
861	Coolidge_1923_305	Diversification is necessary.	0.0	0.0
862	Reagan_1988_174	Yet even as these plans are made, the Sandinista regime knows the tide is turning, and the cause of Nicaraguan freedom is riding at its crest.	0.0	1.0
863	Clinton_1996_147	I challenge you to raise their minimum wage.	0.0	1.0
864	Roosevelt_1908_99	A blind and ignorant resistance to every effort for the reform of abuses and for the readjustment of society to modern industrial conditions represents not true conservatism, but an incitement to the wildest radicalism; for wise radicalism and wise conservatism go hand in hand, one bent on progress, the other bent on seeing that no change is made unless in the right direction.	1.0	1.0
865	Coolidge_1924_171	Gradually, but surely, with the almost universal sympathy of those among whom they live, the colored people are working out their own destiny.	0.0	0.0
866	Roosevelt_1943_45	And for those who question the quality of our aircraft and the ability of our fliers, I point to the fact that, in Africa, we are shooting down two enemy planes to every one we lose, and in the Pacific and the Southwest Pacific we are shooting them down four to one.	0.0	0.0
867	Ford_1976_65	The best cost-of-living news of the past year is that double-digit inflation of 12 percent or higher was cut almost in half.	1.0	0.0
868	Reagan_1988_215	No legacy would make me more proud than leaving in place a bipartisan consensus for the cause of world freedom, a consensus that prevents a paralysis of American power from ever occurring again.	0.0	1.0
869	Bush_2006_236	A hopeful society has institutions of science and medicine that do not cut ethical corners and that recognize the matchless value of every life.	0.0	0.0
870	Obama_2016_122	Medical research is critical.	0.0	0.0
871	Truman_1951_223	I do not ask for an end to debate.	0.0	1.0
872	Hoover_1929_333	Veterans whose diseases or injuries have become apparent within a brief period after the war are now receiving compensation; insurance benefits have been liberalized.	1.0	0.0
873	Roosevelt_1907_263	With such a policy would come increased care, and accidents would be reduced in number.	0.0	1.0
874	Roosevelt_1902_301	For instance, the practicability of producing the best types of macaroni wheats in regions of an annual rainfall of only ten inches or thereabouts has been conclusively demonstrated.	1.0	0.0
875	Truman_1946_47	The beginning of the year 1946 finds the United States strong and deservedly confident.	0.0	0.0
876	Clinton_1994_17	I year ago I asked all of you to join me in accepting responsibility for the future of our country.	1.0	1.0
877	Clinton_1993_86	We must choose to give the American people the quality they demand and deserve with a system that will not bankrupt the country or further drive more Americans into agony.	0.0	1.0
878	Clinton_2000_235	This is not a Democratic or a Republican issue.	0.0	0.0
879	Eisenhower_1956_114	To build excessively, under the influence of fear, could defeat our purposes and impair or destroy the very freedom and economic system our military defenses are designed to protect.	0.0	1.0
880	Roosevelt_1903_389	Not a life was lost in the accomplishment of the revolution.	1.0	0.0
881	Roosevelt_1937_80	The very cordial receptions with which I was greeted were in tribute to democracy.	1.0	0.0
882	Clinton_1998_339	We have already discovered we have already discovered genes for breast cancer and diabetes.	1.0	0.0
883	Reagan_1987_49	With 120,000 Soviet combat and military personnel and 15,000 military advisers in Asia, Africa, and Latin America, can anyone still doubt their single-minded determination to expand their power?	1.0	1.0
884	Truman_1947_193	Except for minor adjustments, I believe that our program of benefits for veterans is now complete.	0.0	0.0
885	Obama_2013_229	That is why my Administration has worked tirelessly to forge a durable legal and policy framework to guide our counterterrorism operations.	1.0	0.0
886	Roosevelt_1901_53	They and those like them should be kept out of this country; and if found here they should be promptly deported to the country whence they came; and far-reaching provision should be made for the punishment of those who stay.	1.0	0.0
887	Truman_1946_767	Many civilians have been transferred from war agencies to their former peacetime agencies.	1.0	0.0
888	Hoover_1932_121	We should increase political stability of the world.	0.0	1.0
889	Roosevelt_1905_386	To accomplish this end we must have not company or regimental garrisons, but brigade and division garrisons.	0.0	1.0
890	Roosevelt_1901_371	We are anxious, first for their sakes, and next, because it relieves us of a great burden.	1.0	1.0
891	Clinton_1994_186	And I might say, employer based private insurance for every American was proposed 20 years ago by President Richard Nixon to the United States Congress.	1.0	0.0
892	Clinton_1997_307	We started as an experiment in democracy fueled by Europeans.	1.0	0.0
893	Truman_1947_188	Compensation is being paid in almost two million cases for disabilities or death.	1.0	0.0
894	Carter_1981_29	We are now in the early stages of economic recovery following a short recession.	1.0	1.0
895	Ford_1977_157	America must remain first in keeping peace in the world.	0.0	1.0
896	Reagan_1984_44	We're seeing rededication to bedrock values of faith, family, work, neighborhood, peace, and freedom--values that help bring us together as one people, from the youngest child to the most senior citizen.	0.0	0.0
897	Clinton_1997_135	I ask you to pass it now.	0.0	1.0
898	Wilson_1917_44	We will not entertain it.	0.0	1.0
899	Taft_1911_15	In other words, all the cases under the statute which have now been decided would have been decided the same way if the court had originally accepted in its construction the rule at common law.	1.0	0.0
900	Roosevelt_1936_157	The human race now passes through one of its great crises.	0.0	0.0
901	Obama_2012_182	Innovation also demands basic research.	0.0	1.0
902	Bush_2001_271	And if we work together, we can prove that public service is noble.	0.0	1.0
903	Obama_2014_83	Businesses plan to invest almost $100 billion in new factories that use natural gas.	0.0	1.0
904	Wilson_1916_32	Immediate passage of the bill to regulate the expenditure of money in elections may seem to be less necessary than the immediate enactment of the other measures to which I refer, because at least two years will elapse before another election in which Federal offices are to be filled; but it would greatly relieve the public mind if this important matter were dealt with while the circumstances and the dangers to the public morals of the present method of obtaining and spending campaign funds stand clear under recent observation, and the methods of expenditure can be frankly studied in the light of present experience; and a delay would have the further very serious disadvantage of postponing action until another election was at hand and some special object connected with it might be thought to be in the mind of those who urged it.	0.0	1.0
905	Nixon_1971_163	Giving up power is hard.	0.0	0.0
906	Clinton_2000_157	In the past two years, I have proposed and Congress has approved 110,000 new housing vouchers--rent subsidies to help working families live closer to the workplace.	1.0	0.0
907	Reagan_1984_225	In that same spirit, I urge you to move forward with the Henry Jackson plan to implement the recommendations of the Bipartisan Commission on Central America.	0.0	1.0
908	Coolidge_1923_326	I therefore recommend that the Congress appoint a small joint committee to consider offers, conduct negotiations, and report definite recommendations.	0.0	1.0
909	Wilson_1915_163	We should be following an almost universal example of modern governments if we were to draw the greater part or even the whole of the revenues we need from the income taxes.	0.0	1.0
910	Clinton_1996_197	The Brady Bill has already stopped 44,000 people with criminal records from buying guns.	1.0	0.0
912	Roosevelt_1901_526	Only by actual handling and providing for men in masses while they are marching, camping, embarking, and disembarking, will it be possible to train the higher officers to perform their duties well and smoothly.	0.0	1.0
913	Johnson_1968_106	This year, the time has come when we must get to those who are last in line--the hard-core unemployed--the hardest to reach.	0.0	1.0
914	Nixon_1974_188	I believe the time has come to bring that investigation and the other investigations of this matter to an end.	1.0	1.0
915	Hoover_1929_36	Our forces in China constitute 2,605 men, which we hope also further to reduce to the normal legation guard.	0.0	1.0
916	Clinton_1997_268	The new NATO force will allow reconstruction and reconciliation to accelerate.	0.0	1.0
917	Roosevelt_1945_132	It is tragic that the gallant women who have volunteered for service as nurses should be so overworked.	1.0	0.0
918	Truman_1946_734	The need for a program that will give everyone opportunity for medical care is obvious.	0.0	1.0
919	Wilson_1913_56	I hope and believe that the committees of the Senate and House will address themselves to this matter with the most fruitful results, and I believe that the studies and recently formed plans of the Department of Agriculture may be made to serve them very greatly in their work of framing appropriate and adequate legislation.	1.0	1.0
920	Trump_2018_299	They defend our flag abroad.	0.0	0.0
921	Ford_1976_62	Last January, most things were rapidly getting worse.	1.0	0.0
922	Bush_1991_112	You and I know that if the playing field is level, America's workers and farmers can outwork and outproduce anyone, anytime, anywhere.	0.0	0.0
923	Reagan_1984_286	And we will.	0.0	1.0
924	Roosevelt_1906_350	I trust that a law embodying in substance the views, or a major part of the views, exprest in the report on this subject laid before the House at its last session will be past.	1.0	1.0
925	Eisenhower_1960_145	Our farms have been left producing for war while America has long been at peace.	1.0	0.0
926	Obama_2010_78	And we haven't raised income taxes by a single dime on a single person.	1.0	0.0
927	Bush_2001_246	It must return Social Security to sound financial footing.	0.0	1.0
928	Coolidge_1927_426	In general, our relations with other countries can be said to have improved within the year.	1.0	0.0
929	Trump_2017_132	To launch our national rebuilding, I will be asking Congress to approve legislation that produces a $1 trillion investment in infrastructure of the United States, financed through both public and private capital, creating millions of new jobs.	1.0	1.0
930	Hoover_1930_107	It is desirable that these measures should be completed.	0.0	1.0
931	Hoover_1932_11	Likewise the local authorities and the States are engaged everywhere in supplemental measures of relief.	0.0	0.0
932	Obama_2015_208	Let's simplify the system and let a small-business owner file based on her actual bank statement, instead of the number of accountants she can afford.	0.0	1.0
933	Roosevelt_1908_214	Its discontent has been unwisely expressed, and often improperly expressed, but there is a sound basis for it, and the orderly and law-abiding people of a community would be in a far stronger position for upholding the courts if the undoubtedly existing abuses could be provided against.	1.0	1.0
934	Ford_1977_102	I strongly urge the Congress to pass these measures to help create the productive, permanent jobs in the private economy that are so essential for our future.	0.0	1.0
935	Roosevelt_1942_47	We shall not fight isolated wars--each Nation going its own way.	0.0	1.0
936	Carter_1981_139	The framework put in place over the last four years will enable us to do this.	1.0	1.0
937	Roosevelt_1903_471	We have repeatedly exercised this control by intervening in the course of domestic dissension, and by protecting the territory from foreign invasion.	1.0	0.0
938	Obama_2012_41	It was irresponsible.	1.0	0.0
939	Obama_2015_47	We are a strong, tight-knit family who has made it through some very, very hard times.	1.0	0.0
940	Johnson_1966_222	How many men who listen to me tonight have served their Nation in other wars?	1.0	0.0
941	Reagan_1986_141	And we can enlarge the family of free nations if we will defend the unalienable rights of all God's children to follow their dreams.	0.0	1.0
942	Eisenhower_1956_51	And in the Middle East recent Soviet moves are hardly compatible with the reduction of international tension.	1.0	0.0
943	Carter_1981_733	As a result of our efforts in 1978, the Equal Rights Amendment's deadline for ratification was extended for three years.	1.0	1.0
944	Clinton_2000_274	No one can know for sure what direction these great countries will choose.	0.0	1.0
945	Bush_2007_275	He helped to repel a second attack, firing grenades at the enemy's position.	1.0	0.0
946	Truman_1946_353	Such temporary unemployment is probably unavoidable in a period of rapid change.	0.0	0.0
947	Clinton_2000_383	Without delay, we must pass the Hate Crimes Prevention Act and the Employment Non-Discrimination Act.	0.0	1.0
948	Clinton_1998_50	In an economy that honors opportunity, all Americans must be able to reap the rewards of prosperity.	0.0	1.0
949	Johnson_1965_21	Yet, it is not merely our concern but the concern of all free men.	0.0	0.0
950	Carter_1980_21	We continue to pursue these specific goals: first, to protect the present and long-range interests of the United States; secondly, to preserve the lives of the American hostages and to secure, as quickly as possible, their safe release, if possible, to avoid bloodshed which might further endanger the lives of our fellow citizens; to enlist the help of other nations in condemning this act of violence, which is shocking and violates the moral and the legal standards of a civilized world; and also to convince and to persuade the Iranian leaders that the real danger to their nation lies in the north, in the Soviet Union and from the Soviet troops now in Afghanistan, and that the unwarranted Iranian quarrel with the United States hampers their response to this far greater danger to them.	1.0	1.0
951	Roosevelt_1936_134	That is as true today as it was in 1933.	1.0	0.0
952	Roosevelt_1940_70	That has created a very large portion of our Treasury deficits.	1.0	0.0
953	Bush_2002_159	"Now America is embracing a new ethic and a new creed, ""Let's roll."""	0.0	0.0
954	Taft_1910_14	It is gratifying to observe that this additional protocol is being signed without objection, by the powers signatory to the original convention, and there is every reason to believe that the International Prize Court will be soon established.	1.0	1.0
955	Wilson_1918_65	It will not be easy to direct it any better than it will direct itself.	0.0	1.0
956	Taft_1910_23	A preliminary diplomatic agreement has been reached regarding the arbitration of pecuniary claims which each Government has against the other.	1.0	1.0
957	Clinton_1994_112	Can you believe that a child who has a child gets more money from the government for leaving home than for staying home with a parent or a grandparent?	0.0	0.0
958	Clinton_1993_289	Let us summon the courage to seize it.	0.0	1.0
959	Clinton_1999_315	I would like to thank her for her courage and her commitment.	1.0	0.0
960	Eisenhower_1958_51	One encouraging fact evidencing this ability is the rate of progress we have achieved since we began to concentrate on these missiles.	1.0	0.0
961	Clinton_1995_97	The age of the $ 500 hammer and the ashtray you can break on David Letterman is gone.	1.0	0.0
962	Harding_1922_150	It is the most demoralizing factor in our public life.	0.0	0.0
963	Kennedy_1962_51	Without new, realistic measures, it will someday swamp our farmers and our taxpayers in a national scandal or a farm depression.	0.0	1.0
964	Taft_1911_586	It seems to me that an increase in the amount of money now being annually expended in the improvement of the Ohio River which has been formally adopted by Congress would be in the interest of the public.	1.0	1.0
965	Wilson_1920_12	There are two ways in which the United States can assist to accomplish this great object.	0.0	1.0
966	Coolidge_1923_270	The Federal Government probably has no peacetime authority to regulate wages, prices, or profits in coal at the mines or among dealers, but by ascertaining and publishing facts it can exercise great influence.	0.0	1.0
967	Coolidge_1928_338	DEPARTMENT OF JUSTICE  It is desirable that all the legal activities of the Government be consolidated under the supervision of the Attorney General.	0.0	1.0
968	Harding_1921_32	Later on, when other problems are solved, I shall make some recommendations about renewed consideration of our tax program, but for the immediate time before us we must be content with the billion dollar reduction in the tax draft upon the people, and diminished irritations, banished uncertainty and improved methods of collection.	1.0	1.0
969	Taft_1911_28	It is true that many theorists, and others engaged in business violating the statute, have hoped that some such line could be drawn by courts; but no court of authority has ever attempted it.	1.0	0.0
970	Carter_1981_1301	I profoundly believe that the future of our world is not to be found in authoritarianism: that wears the mask of order, or totalitarianism that wears the mask of justice.	0.0	1.0
971	Kennedy_1963_171	Third, what comfort can we take from the increasing strains and tensions within the Communist bloc?	0.0	0.0
972	Johnson_1968_41	As you will remember, I met with Chairman Kosygin at Glassboro and we achieved if not accord, at least a clearer understanding of our respective positions after 2 days of meeting.	1.0	0.0
973	Ford_1976_30	Finally, we shifted our emphasis from defense to domestic problems while our adversaries continued a massive buildup of arms.	1.0	0.0
974	Johnson_1968_19	We believe that any talks should follow the San Antonio formula that I stated last September, which said:  --The bombing would stop immediately if talks would take place promptly and with reasonable hopes that they would be productive.	1.0	1.0
975	Ford_1975_73	I think this is a very fundamental issue that we, the Congress and I, must jointly solve.	0.0	1.0
976	Reagan_1982_160	In a single stroke we will be accomplishing a realignment that will end cumbersome administration and spiraling costs at the Federal level while we ensure these programs will be more responsive to both the people they're meant to help and the people who pay for them.	0.0	1.0
977	Harding_1922_86	I remind you that Congress provided a Joint Commission of Agricultural Inquiry which made an exhaustive investigation of car service and transportation, and unanimously recommended in its report of October 15, 1921, the pooling of freight cars under a central agency.	1.0	0.0
978	Taft_1912_515	I urge that speedy provision be made in order that we may install upon the zone a system of settling claims for injuries in best accord with modern humane, social, and industrial theories.	0.0	1.0
979	Reagan_1988_23	And of all our accomplishments, none can give us more satisfaction than knowing that our young people are again proud to wear our country's uniform.	1.0	0.0
980	Ford_1977_18	I was determined that it should; I wanted the new President to get off on an easier start than I had.	1.0	0.0
981	Truman_1952_172	Deliveries of hard goods now amount to about a billion and a half dollars worth a month.	0.0	0.0
982	Truman_1946_132	Simply to name all the international meetings and conferences is to suggest the size and complexity of the undertaking to prevent international war in which the United States has now enlisted for the duration of history.	1.0	1.0
983	Roosevelt_1907_393	All these fences, those that are hurtful and those that are beneficial, are alike illegal and must come down.	0.0	1.0
984	Carter_1981_642	I believe we are in agreement that the humanities illuminate the values underlying important personal, social, and national questions raised in our society by its multiple links to and increasing dependence on technology, and by the diverse heritage of our many regions and ethnic groups.	1.0	0.0
985	Truman_1949_181	In the months ahead I know that I shall be able to cooperate with this Congress.	0.0	1.0
986	Clinton_2000_169	Tens of millions of Americans live from paycheck to paycheck.	0.0	0.0
987	Taft_1911_254	As to the situation in Central America, I have taken occasion in the past to emphasize most strongly the importance that should be attributed to the consummation of the conventions between the Republics of Nicaragua and of Honduras and this country, and I again earnestly recommend that the necessary advice and consent of the Senate be accorded to these treaties, which will make it possible for these Central American Republics to enter upon an era of genuine economic national development.	1.0	1.0
988	Truman_1948_35	Our Union was formed, our frontiers were pushed back, and our great industries were built by men who looked ahead.	1.0	0.0
989	Roosevelt_1901_462	It is unsafe and unwise not to provide this year for several additional Battle ships and heavy armored cruisers, with auxiliary and lighter craft in proportion; for the exact numbers and character I refer you to the report of the Secretary of the Navy.	0.0	1.0
990	Ford_1975_93	Third, we must develop our energy technology and resources so that the United States has the ability to supply a significant share of the energy needs of the free world by the end of this century.	0.0	1.0
991	Clinton_1995_154	I would oppose that, and I think most Americans would.	0.0	0.0
992	Clinton_1996_140	Bill For Workers  So I challenge Congress to consolidate 70 overlapping, antiquated job-training programs into a simple voucher worth $2,600 for unemployed or underemployed workers to use as they please for community college tuition or other training.	0.0	1.0
993	Bush_2003_120	We can't help you.	0.0	1.0
994	Hoover_1929_150	What we need to remedy now is whatever substantial loss of employment may have resulted from shifts since that time.	1.0	1.0
996	Bush_2002_43	While the most visible military action is in Afghanistan, America is acting elsewhere.	0.0	0.0
997	Truman_1946_943	These reductions will not have their full effect on the revenue collected until the fiscal year 1948.	0.0	1.0
998	Wilson_1919_125	Or is it not the business of statesmen to treat these manifestations of unrest which meet us on every hand as evidences of an economic disorder and to apply constructive remedies wherever necessary, being sure that in the application of the remedy we touch not the vital tissues of our industrial and economic life?	1.0	1.0
999	Obama_2016_36	And we face such choices right now.	0.0	1.0
1000	Taft_1912_326	In other words, the whole system has been worked out with the greatest care.	1.0	0.0
1001	Johnson_1966_174	we began limited air action against military targets in North Vietnam.	1.0	0.0
1002	Obama_2014_72	"We need to work together on tools like bipartisan trade promotion authority to protect our workers, protect our environment, and open new markets to new goods stamped ""Made in the USA."""	0.0	1.0
1003	Bush_2003_287	America is a strong nation and honorable in the use of our strength.	0.0	0.0
1004	Coolidge_1928_362	The end of government is to keep open the opportunity for a more abundant life.	0.0	1.0
1005	Clinton_1993_37	Our immediate priority must be to create jobs, create jobs now.	0.0	1.0
1006	Roosevelt_1907_716	The proper place for an officer to learn his duty is at sea, and the only way in which a navy can ever be made efficient is by practice at sea, under all the conditions which would have to be met if war existed.	0.0	1.0
1007	Johnson_1968_167	We have increased our judiciary by 40 percent and we have increased our prosecutors by 16 percent.	1.0	0.0
1008	Kennedy_1963_106	The world's prognosis prescribes, in short, not a year's vacation for us, but a year of obligation and opportunity.	0.0	1.0
1009	Clinton_1998_0	Mr. Speaker, Mr. Vice President, members of the 105th Congress, distinguished guests, my fellow Americans:  Since the last time we met in this chamber, America has lost two patriots and fine public servants.	1.0	0.0
1010	Ford_1977_165	In my three budgets we not only arrested that dangerous decline, but we have established the positive trend which is essential to our ability to contribute to peace and stability in the world.	1.0	0.0
1011	Coolidge_1925_350	The report of the last coal commission should be brought forward, reconsidered, and acted upon.	1.0	1.0
1012	Obama_2013_59	The greatest nation on Earth cannot keep conducting its business by drifting from one manufactured crisis to the next.	0.0	1.0
1013	Taft_1909_110	THE FAR EAST.	0.0	0.0
1014	Taft_1911_444	I venture to say that no legislative body has ever had presented to it a more complete and exhaustive report than this on so difficult and complicated a subject as the relative costs of wool and woolens the world over.	1.0	0.0
1015	Roosevelt_1945_121	Last April the Army requirement for nurses was set at 50,000.	1.0	0.0
1016	Reagan_1987_116	We have deficits because big government spends too much.	1.0	0.0
1017	Roosevelt_1943_99	And in spite of this, our farmers have contributed their share to the common effort by producing the greatest quantity of food ever made available during a single year in all our history.	1.0	0.0
1018	Truman_1946_1216	It is not anticipated that the fund will require in cash any of the 950 million dollars during the fiscal years 1946 and 1947.	1.0	1.0
1019	Roosevelt_1941_126	I am assured of the willingness of almost all Americans to respond to that call.	0.0	1.0
1020	Roosevelt_1901_551	They did the one deed which if left undone would have meant that all else in our history went for nothing.	1.0	0.0
1021	Truman_1953_382	The masters of the Kremlin live in fear their power and position would collapse were their own people to acquire knowledge, information, comprehension about our free society.	0.0	1.0
1022	Roosevelt_1907_619	Such a record makes the death rate in all our foreign wars utterly trivial by comparison.	1.0	0.0
1023	Roosevelt_1906_227	It is not possible completely to prevent it; and if it were possible, such complete prevention would do damage to the body politic.	0.0	1.0
1024	Nixon_1974_127	Modern information systems, data banks, credit records, mailing list abuses, electronic snooping, the collection of personal data for one purpose that may be used for another--all these have left millions of Americans deeply concerned by the privacy they cherish.	1.0	0.0
1025	Clinton_1995_170	Governments do not raise children, people do.	0.0	0.0
1026	Carter_1978_104	In time of high employment and a strong economy, deficit spending should not be a feature of our budget.	0.0	0.0
1027	Reagan_1986_135	If the Soviet Government wants an agreement that truly reduces nuclear arms, there will be such an agreement.	0.0	1.0
1028	Roosevelt_1907_477	As the plans have developed under their direction their doubts have been dispelled.	1.0	0.0
1029	Harding_1922_44	In the last half of the year now closing the railways, broken in carrying capacity because of motive power and rolling stock out of order, though insistently declaring to the contrary, embargoed his shipments or denied him cars when fortunate markets were calling.	1.0	0.0
1030	Coolidge_1927_48	While our Army is small, prudence requires that it should be kept in a high state of efficiency and provided with such supplies as would permit of its immediate expansion.	0.0	1.0
1031	Bush_2008_125	On matters of justice, we must trust in the wisdom of our Founders and empower judges who understand that the Constitution means what it says.	1.0	1.0
1032	Obama_2015_202	As Americans, we don't mind paying our fair share of taxes as long as everybody else does too.	0.0	0.0
1033	Eisenhower_1956_229	Economic changes in recent years have been often so rapid and far-reaching that areas committed to a single local resource or industrial activity have found themselves temporarily deprived of their markets and their livelihood.	1.0	0.0
1034	Taft_1911_566	One of the chief reasons for building the canal was to set up this competition and to bring the two shores closer together as a practical trade problem.	1.0	0.0
1035	Roosevelt_1902_219	Serious trouble threatens us if we can not do better than we are now doing as regards securing the services of a sufficient number of the highest type of sailormen, of sea mechanics.	0.0	1.0
1036	Clinton_2000_315	As our economy has grown, we have rid more than 500 neighborhoods of toxic waste and ensured cleaner air and water for millions of families.	1.0	0.0
1037	Obama_2012_50	Together, we've agreed to cut the deficit by more than $2 trillion.	0.0	1.0
1038	Johnson_1966_204	And we know they wait with us tonight for some response that could lead to peace.	0.0	1.0
1039	Johnson_1964_65	Every American community will benefit from the construction or modernization of schools, libraries, hospitals, and nursing homes, from the training of more nurses and from the improvement of urban renewal in public transit.	1.0	0.0
1040	Bush_2005_178	We are working with European allies to make clear to the Iranian regime that it must give up its uranium enrichment program and any plutonium reprocessing and end its support for terror.	0.0	1.0
1041	Truman_1949_116	The present coverage of the social security laws is altogether inadequate; the benefit payments are too low.	0.0	0.0
1042	Truman_1951_98	Next to the United States, Europe is the largest workshop in the world.	0.0	0.0
1043	Trump_2018_28	If there is a frontier, we cross it.	0.0	1.0
1044	Carter_1980_95	I'm proud of the job they are doing, and I know you share that pride.	0.0	0.0
1045	Taft_1911_114	It is possible so to frame a statute that while it offers protection to a Federal company against harmful, vexatious, and unnecessary invasion by the States, it shall subject it to reasonable taxation and control by the States with respect to its purely local business.	0.0	1.0
1046	Reagan_1988_2	If anyone expects just a proud recitation of the accomplishments of my administration, I say let's leave that to history; we're not finished yet.	1.0	1.0
1047	Coolidge_1923_147	If it is not reached, the Labor Board may very well be left for the present to protect the public welfare.	0.0	1.0
1048	Carter_1981_425	We have strengthened the rights of employed women by consolidating and strengthening enforcement of sex discrimination laws under the EEOC, by expanding employment rights of pregnant women through the Pregnancy Disability Bill, and by increasing federal employment opportunities for women through civil service reform, and flexi-time and part-time employment.	1.0	0.0
1049	Taft_1911_82	The immediate result of the present situation will necessarily be activity by all the companies under different managers, and then competition must follow, or there will be activity by one company and stagnation by another.	0.0	1.0
1050	Bush_1992_286	Someone even said our workers are lazy and uninspired.	1.0	0.0
1051	Johnson_1966_163	And we will stay until aggression has stopped.	0.0	1.0
1052	Coolidge_1925_319	I am convinced that the best possible disposition can be made by direct authorization of the Congress.	0.0	1.0
1053	Obama_2010_165	To help meet this goal, we're launching a National Export Initiative that will help farmers and small businesses increase their exports, and reform export controls consistent with national security.	0.0	1.0
1054	Clinton_1993_11	And now it is up to those of us in this room to deliver for them.	0.0	1.0
1055	Obama_2015_355	If you disagree with parts of it, I hope you'll at least work with me where you do agree.	0.0	1.0
1056	Johnson_1967_223	In the Middle East the spirit of good will toward all, unfortunately, has not yet taken hold.	0.0	1.0
1057	Eisenhower_1958_252	Mankind then will see more clearly than ever that the future belongs, not to the concept of the regimented atheistic state, but to the people--the God-fearing, peace-loving people of all the world.	1.0	1.0
1058	Roosevelt_1936_56	We hope that we are not again at the threshold of such an era.	1.0	1.0
1059	Coolidge_1924_190	We should maintain the policy of constantly working toward the full treaty strength of the Navy.	0.0	1.0
1060	Roosevelt_1905_714	But it is particularly regrettable to allow any such jealousy to be developed when we are dealing either with our insular or with foreign affairs.	1.0	1.0
1061	Truman_1952_25	In Korea the forces of the United Nations turned hack the Chinese Communist invasion-and did it without widening the area of conflict.	1.0	0.0
1062	Coolidge_1928_116	We should continue to foster this system and provide all the facilities necessary for adequate care.	0.0	1.0
1063	Clinton_1996_170	Let's all do that.	0.0	1.0
1064	Clinton_1994_314	But I want to ask the sportsmen and others who lawfully own guns to join us in this campaign to reduce gun violence.	0.0	1.0
1065	Clinton_1993_219	And every one of you should make that solemn pledge.	0.0	1.0
1066	Clinton_1993_94	Perhaps the most fundamental change the new direction I propose offers is its focus on the future and its investment which I seek in our children.	0.0	1.0
1067	Obama_2016_91	I also know Speaker Ryan has talked about his interest in tackling poverty.	1.0	0.0
1068	Clinton_2000_33	We must be, as we were in the beginning, a new nation.	1.0	1.0
1069	Bush_2007_205	Chaos is their greatest ally in this struggle.	0.0	0.0
1070	Roosevelt_1908_517	Even under favorable conditions several years must elapse before such lines can be put into operation.	0.0	1.0
1071	Eisenhower_1959_195	The question whether we can afford to help other nations that want to defend their freedom but cannot fully do so from their own means, has only one answer: we can and we must, we have been doing so since 1947.	1.0	1.0
1072	Eisenhower_1958_190	Scrupulous attention has been paid to maintaining local control of educational policy, spurring the maximum amount of local effort, and to avoiding undue stress on the physical sciences at the expense of other branches of learning.	1.0	0.0
1073	Clinton_1995_181	So let this be the year we end welfare as we know it.	0.0	1.0
1074	Coolidge_1926_162	Our river and harbor improvement should be continued in accordance with the present policy.	0.0	1.0
1075	Coolidge_1923_307	Such loans as are wisely needed to assist buying stock and other materials to start in this direction should be financed through a Government agency as a temporary and emergency expedient.	0.0	1.0
1076	Obama_2014_191	Today, the federal minimum wage is worth about twenty percent less than it was when Ronald Reagan first stood here.	1.0	0.0
1077	Bush_1991_38	If anyone tells you America's best days are behind her, they're looking the wrong way.	1.0	1.0
1078	Clinton_1995_369	But they have an obligation: when they're doing well, to keep jobs in our communities and give their workers a fair share of the prosperity they generate.	0.0	1.0
1079	Roosevelt_1905_577	Any attempt to carry on the great executive departments of the Government without this law would inevitably result in chaos.	0.0	1.0
1080	Taft_1912_375	THE HOME ARMY  Simultaneously with the foregoing steps the War Department has been proceeding with the reorganization of the Army at home.	1.0	0.0
1081	Trump_2017_26	Finally, the chorus became an earthquake, and the people turned out by the tens of millions, and they were all united by one very simple, but crucial demand, that America must put its own citizens first, because only then can we truly make America great again.	1.0	0.0
1082	Truman_1951_135	The principles for which we are fighting in Korea are right and just.	0.0	0.0
1083	Roosevelt_1905_517	As I said in my last message to the Congress, we cannot have too much immigration of the right sort and we should have none whatever of the wrong sort.	1.0	0.0
1084	Roosevelt_1942_85	And I rather hope that all these figures which I have given will become common knowledge in Germany and Japan.	1.0	1.0
1085	Carter_1981_583	As a complement to these initiatives, efforts to provide financial assistance in regulatory proceedings to citizen groups, small businesses, and others whose participation is limited by their economic circumstances must continue to be pursued.	0.0	1.0
1086	Eisenhower_1955_177	Going projects and investigations of potential new resource developments will be continued.	0.0	1.0
1087	Truman_1950_77	World prosperity also requires that we do all we can to expand world trade.	0.0	1.0
1088	Carter_1979_2	What kind of society, what kind of world are we building for them?	0.0	1.0
1089	Clinton_1997_288	We must also renew our commitment to America's diplomacy and pay our debts and dues to international financial institutions like the World Bank--and to a reforming United Nations.	0.0	1.0
1090	Truman_1946_1024	4407 to repeal 50.3 billion dollars of appropriations and authorizations.	0.0	1.0
1091	Roosevelt_1904_364	It should, therefore, receive reasonable aid from the Government.	0.0	1.0
1092	Clinton_1996_210	The challenge begins in our homes, with parents talking to their children openly and firmly.	0.0	1.0
1093	Ford_1977_120	In the first three quarters of 1976, that growth rate had been cut to 2 percent.	1.0	0.0
1094	Coolidge_1925_279	The organizations of ex-service men have proposed additional legislative changes which you will consider, but until the new law and the modifications made at the last session of Congress are given a more thorough test further changes in the basic law should be few and made only after careful though sympathetic consideration.	1.0	1.0
1095	Harding_1922_20	The railway strike accentuated the difficulty of the American farmer.	1.0	0.0
