	id	sentence	Past	Future	Comment
30527	Taft_1911_291	There has been a change of sovereigns in Siam and the American minister at Bangkok was accredited in a special capacity to represent the United States at the coronation ceremony of the new King.	1	0	
31801	Truman_1946_125	This formula was based on the policy of the United States that people be permitted to choose their own form of government by their own freely expressed choice without interference from any foreign source.	1	0	
35068	Trump_2017_181	"As a young girl, Denisha struggled in school and failed third grade twice."	1	0	
16974	McKinley_1900_186	Good will prevails in our relations with the German Empire.	0	1	
1185	Bush_2001_135	We have two choices.	0	0	
7952	Clinton_2000_238	"Mr. Speaker, I look forward to working with you."	0	1	
5595	Clinton_1994_158	Tell it to the 81 million Americans with those preexisting conditions; those folks are paying more or they can't get insurance at all or they can't ever change their jobs because they or someone in their family has one of those preexisting conditions.	0	0	
24057	Roosevelt_1903_343	"Within the Navy Department itself the needs of the service have brought about a system under which the duties of a general staff are partially performed; for the Bureau of Navigation has under its direction the War College, the Office of Naval Intelligence, and the Board of Inspection, and has been in close touch with the General Board of the Navy."	1	0	
15136	Johnson_1965_158	We must continue to assure them the opportunity to earn a fair reward.	0	1	
23672	Roosevelt_1902_289	The large Indian schools situated remote from any Indian reservation do a special and peculiar work of great importance.	0	0	
12814	Ford_1975_102	I will take actions to reduce undue hardships on any geographical region.	0	1	
23145	Roosevelt_1901_441	Probably no other great nation in the world is so anxious for peace as we are.	0	1	
5793	Clinton_1994_356	Let us weave these sturdy threads into a new American community that once more stand strong against the forces of despair and evil because everybody has a chance to walk into a better tomorrow.	0	1	
22569	Reagan_1988_92	I won't even touch that.	0	1	
7907	Clinton_2000_193	"Responsibility and Crime  Crime in America has dropped for the past seven years--the longest decline on record, thanks to a national consensus we helped to forge on community police, sensible gun safety laws, and effective prevention."	1	0	
9383	Coolidge_1926_140	This preventive measure is of such great importance that I have recommended for it an increased appropriation.	1	1	
29224	Roosevelt_1944_59	They have few or no high pressure representatives at the Capitol.	0	0	
32415	Truman_1946_739	"In addition, I recommended insurance benefits to replace part of the earnings lost through temporary sickness and permanent disability."	0	1	
21961	Reagan_1985_91	"Third, we must reduce or eliminate costly government subsidies."	0	1	
36577	Wilson_1920_58	"The time has come when a more complete program can be formulated and more satisfactorily administered for their treatment and training, and I earnestly urge that the Congress give the matter its early consideration."	0	1	
26309	Roosevelt_1907_108	A beginning has already been made for such supervision by the establishment of the Bureau of Corporations.	1	1	
2496	Bush_2006_139	"Even in the face of higher energy prices and natural disasters, the American people have turned in an economic performance that is the envy of the world."	1	0	
28968	Roosevelt_1943_3	First in importance in the American scene has been the inspiring proof of the great qualities of our fighting men.	1	0	
25779	Roosevelt_1906_241	"I recommend that you give careful and early consideration to this subject, and if you find the opinion of the Interstate Commerce Commission justified, that you amend the law so as to obviate the evil disclosed."	0	1	
27638	Roosevelt_1908_585	As things are now the average soldier has far too much labor of a nonmilitary character to perform.	0	0	
32224	Truman_1946_548	"By strangling competition, monopolistic activity prevents or deters investment in new or expanded production facilities."	0	0	General?
28006	Roosevelt_1936_106	"Shall we say to the farmer, ""The prices for your products are in part restored."	0	1	
35227	Trump_2018_43	"Now, the first $24,000 earned by a married couple is completely tax-free."	0	0	
21282	Reagan_1982_228	"And it's true, there's no quick fix, as I said, to instantly end the tragic pain of unemployment."	0	0	
26590	Roosevelt_1907_389	"Much of it can not be used to advantage unless it is fenced, for fencing is the only way by which to keep in check the owners of nomad flocks which roam hither and thither, utterly destroying the pastures and leaving a waste behind so that their presence is incompatible with the presence of home-makers."	0	0	
21759	Reagan_1984_184	He is ours.	0	0	
18935	Obama_2011_60	The competition for jobs is real.	0	0	
5145	Clinton_1993_0	"Mr. President, Mr. Speaker, Members of the House and the Senate, distinguished Americans here as visitors in this Chamber, as am I."	0	0	
33360	Truman_1948_128	We also need to improve the means for getting farm products into markets and into the hands of consumers.	0	1	
31351	Taft_1912_406	The passage of the bill would not entail a dollar's expense upon the Government at this time or in the future until war comes.	0	1	
7025	Clinton_1998_68	"And, my friends, that will change the face and future of America."	0	1	
9939	Coolidge_1927_259	"Through these means the 700,000 people in the flooded areas have been adequately supported."	1	0	
29395	Roosevelt_1945_60	The Battle of the Atlantic--like all campaigns in this war--demands eternal vigilance.	0	1	
24158	Roosevelt_1903_444	"January, 1885.--Revolutionary disturbances."			NAS
5230	Clinton_1993_85	But first we must make choices.	0	1	
16971	McKinley_1900_183	"This significant recognition of merit in competition with the chosen exhibits of all other nations and at the hands of juries almost wholly made up of representatives of France and other competing countries is not only most gratifying, but is especially valuable, since it sets us to the front in international questions of supply and demand, while the large proportion of awards in the classes of art and artistic manufactures afforded unexpected proof of the stimulation of national culture by the prosperity that flows from natural productiveness joined to industrial excellence."	1	0	
7265	Clinton_1998_308	Discrimination against any American is un-American.	0	0	
34541	Truman_1953_83	"We have answered by continuing to help farmers obtain electric power, until today nearly 90 per cent of our farms have power line electric service."	1	0	
31269	Taft_1912_324	"It seems to me that the National Reserve Association meets the same objection in a similar way; that is, by giving to each bank, State and National, in accordance with its size, a certain share in the stock of the reserve association, nontransferable and only to be held by the bank while it performs its functions as a partner in the reserve association."	0	0	
27261	Roosevelt_1908_208	They halt or hamper the movement for securing better and more equitable conditions of labor.	0	1	
23827	Roosevelt_1903_113	The givers and takers of bribes stand on an evil pre-eminence of infamy.	0	0	
1234	Bush_2001_184	"With tax relief, overtime will no longer be overtax time for the waitress."	1	1	
8195	Coolidge_1923_71	We have proposed disarmament.	1	1	
27399	Roosevelt_1908_346	"The journey from Pekin to Jehol shows in melancholy fashion how the soil has been washed away from whole valleys, so that they have been converted into deserts."	1	0	
10977	Eisenhower_1955_196	"To these ends, efficient planning and execution of the nation's public works require both the coordination of Federal activities and effective cooperation with State and local governments."	0	1	General?
24823	Roosevelt_1905_78	"There should be publicity of the accounts of common carriers; no common carrier engaged in interstate business should keep any books or memoranda other than those reported pursuant to law or regulation, and these books or memoranda should be open to the inspection of the Government."	0	1	
15016	Johnson_1965_38	"In this period no new nation has become Communist, and the unity of the Communist empire has begun to crumble."	1	1	
14325	Hoover_1930_60	"Our immediate problem is the increase of employment for the next six months, and new plans which do not produce such immediate result or which extend commitments beyond this period are not warranted."	0	1	
28523	Roosevelt_1940_3	"The social and economic forces which have been mismanaged abroad until they have resulted in revolution, dictatorship and war are the same as those which we here are struggling to adjust peacefully at home."	1	1	Ongoing?
16147	Johnson_1969_61	"and public health."""			NAS
16778	Kennedy_1963_219	"They are among the many who in this century, far from home, have died for our country."	1	0	
10373	Coolidge_1928_246	There would be an incidental creation of water power which could be used for generating electricity.	0	1	Potential Past Potential?
14476	Hoover_1931_49	In these measures we have striven to mobilize and stimulate private initiative and local and community responsibility.	1	0	
35165	Trump_2017_278	This is our vision.	0	1	
14094	Hoover_1929_237	"The committee at this time is recommending the advertising of 14 additional routes, making substantial requirements for the construction of new vessels during the life of each contract recommended."	0	1	
19359	Obama_2012_70	We bet on American ingenuity.	0	1	
16973	McKinley_1900_185	"The inauguration in Paris of the Lafayette Monument, presented by the school children of the United States, and the designing of a commemorative coin by our Mint and the presentation of the first piece struck to the President of the Republic, were marked by appropriate ceremonies, and the Fourth of July was especially observed in the French capital."	1	0	
2432	Bush_2006_75	"They know what it is like to fight house to house in a maze of streets, to wear heavy gear in the desert heat, to see a comrade killed by a roadside bomb."	1	0	
34875	Truman_1953_417	"Let all of us pause now, think back, consider carefully the meaning of our national experience."	1	0	
14883	Johnson_1964_43	"Very often a lack of jobs and money is not the cause of poverty, but the symptom."	0	0	
31326	Taft_1912_381	"Moreover, the organization, which in many respects is necessarily a skeleton, will furnish a guide for future development."	0	1	
32977	Truman_1947_38	We all know that recent price increases have denied to many of our workers much of the value of recent wage increases.	1	0	
9333	Coolidge_1926_90	The responsibility for making the plan effective lies with those who own and finance cotton and cotton lands.	0	1	
22405	Reagan_1987_131	It is now time to determine that we should enter the next century having achieved a level of excellence unsurpassed in history.	0	1	
24082	Roosevelt_1903_368	"Attorney-General Speed, under date of November 7, 1865, advised Secretary Seward as follows:  ""From this treaty it can not be supposed that New Granada invited the United States to become a party to the intestine troubles of that Government, nor did the United States become bound to take sides in the domestic broils of New Granada."	1	0	
3045	Bush_2008_126	"I have submitted judicial nominees who will rule by the letter of the law, not the whim of the gavel."	1	1	
23402	Roosevelt_1902_19	Never before has material well-being been so widely diffused among our people.	1	0	
4270	Carter_1981_468	OLDER AMERICANS  My Administration has taken great strides toward solving the difficult problems faced by older Americans.	1	1	
31793	Truman_1946_117	There lies before us now the work of building a just and enduring peace.	0	1	
25561	Roosevelt_1906_23	"The transactions which took place under this illegal contract were very large; the amounts of rebates returned were considerable; and the amount of the rebate itself was large, amounting to more than one-fifth of the entire tariff charge for the transportation of merchandise from this city to Detroit."	1	0	
14266	Hoover_1930_1	Substantial progress has been made during the year in national peace and security; the fundamental strength of the Nation's economic life is unimpaired; education and scientific discovery have made advances; our country is more alive to its problems of moral and spiritual welfare.	1	0	
11988	Eisenhower_1959_55	"At every turn, we must weigh, judge and select."	0	0	
12472	Eisenhower_1961_23	"Yet while we have worked to advance national aspirations for freedom, a divisive force has been at work to divert that aspiration into dangerous channels."	1	0	
18432	Obama_2009_248	We are instead called to move forward with the sense of confidence and candor that serious times demand.	0	1	
807	Bush_1992_56	"President Yeltsin's early response has been very positive, and I expect our talks at Camp David to be fruitful."	1	1	
19986	Obama_2013_279	I know this is not the first time this country has debated how to reduce gun violence.	1	0	
27896	Roosevelt_1935_135	"Beyond the material recovery, I sense a spiritual recovery as well."	1	0	
27965	Roosevelt_1936_65	"In these latter years we have witnessed the domination of government by financial and industrial groups, numerically small but politically dominant in the twelve years that succeeded the World War."	1	0	
26462	Roosevelt_1907_261	The community at large should share the burdens as well as the benefits of industry.	0	1	
23655	Roosevelt_1902_272	"We should shape legislation with a view not to the exploiting and abandoning of the territory, but to the building up of homes therein."	0	1	
24377	Roosevelt_1904_163	"The Department of Agriculture has given facilities for post-graduate work to five hundred young men during the last seven years, preparing them for advance lines of work in the Department and in the State institutions."	1	0	
23070	Roosevelt_1901_366	"It is on this side that our error, if any, has been committed."	1	0	
8741	Coolidge_1924_253	It is our constant desire that all causes of dispute in this area may be tranquilly and satisfactorily adjusted.	1	1	Ongoing?
24561	Roosevelt_1904_347	"The details of such a law may be safely left to the wise discretion of the Congress, but it should go as far as under the Constitution it is possible to go, and should include severe penalties against him who gives or receives a bribe intended to influence his act or opinion as an elector; and provisions for the publication not only of the expenditures for nominations and elections of all candidates but also of all contributions received and expenditures made by political committees."	0	1	
19080	Obama_2011_205	"Within 25 years, our goal is to give 80 percent of Americans access to high-speed rail."	0	1	
12351	Eisenhower_1960_156	"Whether domestic prices, so high as to be noncompetitive, result from demands for too-high profit margins or from increased labor costs that outrun growth in productivity, the final result is seriously damaging to the nation."	0	0	General?
21247	Reagan_1982_193	"Instead, I spoke of the strength of the free marketplace system and how that system could help them realize their aspirations for economic development and political freedom."	1	1	
3455	Carter_1978_229	"What I saw in those two places crystalized for me the purposes of our own Nation's policy: to ensure economic justice, to advance human rights, to resolve conflicts without violence, and to proclaim in our great democracy our constant faith in the liberty and dignity of human beings everywhere."	1	1	
21554	Reagan_1983_243	"And, certainly, no one can or should minimize the plight of millions of our friends and neighbors who are living in the bleak emptiness of unemployment."	0	0	
26429	Roosevelt_1907_228	"Both the present condition of the law and the present temper of juries render it a task of extreme difficulty to get at the real wrongdoer in any such case, especially by imprisonment."	0	0	
12393	Eisenhower_1960_198	The roster of urban problems with which they must cope is staggering.	0	0	
14156	Hoover_1929_299	The Nation as a whole is vitally interested in the health of all the people; in protection from spread of contagious disease; in the relation of physical and mental disabilities to criminality; and in the economic and moral advancement which is fundamentally associated with sound body and mind.	0	1	
27187	Roosevelt_1908_134	"The law, passed at the last session of the Congress, granting compensation to certain classes of employees of the Government, should be extended to include all employees of the Government and should be made more liberal in its terms."	1	1	
33894	Truman_1950_204	I urge the prompt enactment by the Congress of the legislation now before it to extend and broaden the existing displaced persons law and remove its discriminatory features.	0	1	
26096	Roosevelt_1906_558	"As a rule the female seal when killed is pregnant, and also has an unweaned pup on land, so that, for each skin taken by pelagic sealing, as a rule, three lives are destroyed--the mother, the unborn offspring, and the nursing pup, which is left to starve to death."	0	0	
1484	Bush_2002_152	"As I have met the heroes, hugged the families, and looked into the tired faces of rescuers, I have stood in awe of the American people."	1	0	
12509	Eisenhower_1961_60	"Our great moral and material commitments to collective security, deterrence of force, international law, negotiations that lead to self-enforcing agreements, and the economic interdependence of free nations should remain the cornerstone of a foreign policy that will ultimately bring permanent peace with justice in freedom to all mankind."	1	1	
20386	Obama_2015_9	"Tonight, for the first time since 9/11, our combat mission in Afghanistan is over."	1	0	
35326	Trump_2018_142	Everyone in America is grieving for you.	1	0	
547	Bush_1991_27	"For two centuries, America has served the world as an inspiring example of freedom and democracy."	1	0	
25768	Roosevelt_1906_230	"Rebates, for instance, are as often due to the pressure of big shippers (as was shown in the investigation of the Standard Oil Company and as has been shown since by the investigation of the tobacco and sugar trusts) as to the initiative of big railroads."	1	0	
17772	Nixon_1972_21	"Much of this is legislation which I proposed in 1969, in 1970, and also in the first session of this 92d Congress and on which I feel it is essential that action be completed this year."	1	0	
25513	Roosevelt_1905_768	What is needed now and without delay is an appropriation by the Congress to meet the current and accruing expenses of the commission.	0	1	
29299	Roosevelt_1944_134	Several alleged reasons have prevented the enactment of legislation which would preserve for our soldiers and sailors and marines the fundamental prerogative of citizenship--the right to vote.	1	1	
10638	Eisenhower_1954_142	"THE BUDGET  I shall submit to the Congress on January 21 the first budget prepared by this Administration, for the period July 1, 1954, through June 1955."	0	1	
11476	Eisenhower_1956_360	"I recommend that the number of persons admitted to this country annually be based not on the 1920 census but on the latest, the 1950 census."	1	1	
5796	Clinton_1994_359	When the earth shook and fires raged in California; when I saw the Mississippi deluge the farmlands of the Midwest in a 500 year flood; when the century's bitterest cold swept from North Dakota to Newport News it seemed as though the world itself was coming apart at the seams.	1	0	
23842	Roosevelt_1903_128	"After unavailing attempts to reach an understanding through a Joint High Commission, followed by prolonged negotiations, conducted in an amicable spirit, a convention between the United States and Great Britain was signed, January 24, 1903, providing for an examination of the subject by a mixed tribunal of six members, three on a side, with a view to its final disposition."	1	0	
20655	Obama_2015_278	"But you know what, I know a lot of really good scientistsat NASA and at NOAA and at our major universities."	0	0	
1696	Bush_2003_150	"We've intensified security at the borders and ports of entry, posted more than 50,000 newly trained Federal screeners in airports, begun inoculating troops and first- responders against smallpox, and are deploying the Nation's first early warning network of sensors to detect biological attack."	1	0	
11195	Eisenhower_1956_79	"In the Near East we shall spare no effort in seeking to promote a fair solution of the tragic dispute between the Arab States and Israel, all of whom we want as our friends."	0	1	
35671	Wilson_1914_63	"The Government must open these gates of trade, and open them wide; open them before it is altogether profitable to open them, or altogether reasonable to ask private capital to open them at a venture."	0	1	
13948	Hoover_1929_91	The United States denied itself any participation in the war settlement of general reparations and our claims are comparatively small in amount.	1	0	
27143	Roosevelt_1908_90	"It lies in having the power insufficiently concentrated, so that no one can be held responsible to the people for its use."	0	0	
33568	Truman_1949_62	"Second, to grant authority to regulate speculation on the commodity exchanges."	0	0	
9324	Coolidge_1926_81	The National Government is justified in putting forth every effort to make the open country a desirable place to live.	1	1	
2661	Bush_2007_29	I ask you to make the same commitment.	0	1	
36237	Wilson_1918_42	"We are about to give order and organization to this peace not only for ourselves but for the other peoples of the world as well, so far as they will suffer us to serve them."	0	1	
7939	Clinton_2000_225	"Over the last six months, I have traveled to many of them--joined by many of you, and many far-sighted business people--to shine a spotlight on the enormous potential in communities from Appalachia to the Mississippi Delta, from Watts to the Pine Ridge Indian Reservation."	0	1	
17743	Nixon_1971_184	This can be the Congress that reformed a welfare system that has robbed recipients of their dignity and robbed States and cities of their resources.	0	1	
20895	Obama_2016_141	And that's why the third big question we have to answer is how to keep America safe and strong without either isolating ourselves or trying to nation-build everywhere there's a problem.	0	1	
28647	Roosevelt_1941_6	"We had even engaged in two wars with European nations and in a number of undeclared wars in the West Indies, in the Mediterranean and in the Pacific for the maintenance of American rights and for the principles of peaceful commerce."	1	0	
24701	Roosevelt_1904_487	When there was insurrection in the Philippines we kept the Army at the maximum.	1	0	
4713	Carter_1981_911	"This attempt to subjugate an independent, non-aligned Islamic people is a callous violation of international law and the United Nations Charter, two fundamentals of international order."	1	0	
2581	Bush_2006_224	"Yet many Americans, especially parents, still have deep concerns about the direction of our culture and the health of our most basic institutions."	1	1	
31311	Taft_1912_366	The historical policy of the United States of carrying its regiments during time of peace at half strength has no application to our foreign garrisons.	1	0	
3129	Bush_2008_210	"And tonight in this hallowed chamber, with the American people as our witness, we make you a solemn pledge: In the fight ahead, you will have all you need to protect our nation."	0	1	
8980	Coolidge_1925_215	"It is obvious that the remaining settlements, which will undoubtedly be made, will bring this sum up to an amount which will more than equal the principal due on our present national debt."	0	1	
18593	Obama_2010_127	"Meanwhile, China's not waiting to revamp its economy."	0	1	
23889	Roosevelt_1903_175	"Moreover, it should be borne in mind that shipping represents, internationally speaking, a much more generalized species of private property than is the case with ordinary property on land--that is, property found at sea is much less apt than is the case with property found on land really to belong to any one nation."	0	0	
25069	Roosevelt_1905_324	All that this country desires is that the other republics on this continent shall be happy and prosperous; and they cannot be happy and prosperous unless they maintain order within their boundaries and behave with a just regard for their obligations toward outsiders.	0	1	general?
8307	Coolidge_1923_183	Such an effort is to be commended.	1	0	ongoing?
2025	Bush_2004_184	Amazing medical technologies are improving and saving lives.	0	0	General?
34651	Truman_1953_193	"We realized that if we and our allies did not have military strength to meet the growing Soviet military threat, we would never have the opportunity to carry forward our efforts to build a peaceful world of law and order--the only environment in which our free institutions could survive and flourish."	1	1	
36440	Wilson_1919_83	"You have made available funds with which to carry on this campaign, but there is no provision in the law authorizing their expenditure for the purpose of making the public fully informed about the efforts of the Government."	1	0	
10719	Eisenhower_1954_223	"In a modern industrial society, banishment of destitution and cushioning the shock of personal disaster on the individual are proper concerns of all levels of government, including the federal government."	0	0	
18712	Obama_2010_246	"That's why I've called for a bipartisan, Fiscal Commission, modeled on a proposal by Republican Judd Gregg and Democrat Kent Conrad."	1	0	
8814	Coolidge_1925_49	That source is exhausted.	1	1	
16513	Kennedy_1962_226	But the greatest challenge of all is posed by the growth of the European Common Market.	0	1	
27259	Roosevelt_1908_206	The most dangerous occupations are often the poorest paid and those where the hours of work are longest; and in many cases those who go into them are driven by necessity so great that they have practically no alternative.	0	0	Ongoing?
1917	Bush_2004_76	Our closest allies have been unwavering.	1	0	
3058	Bush_2008_139	"There are two other pressing challenges that I have raised repeatedly before this body, and that this body has failed to address: entitlement spending and immigration."	1	1	
26926	Roosevelt_1907_725	"Of a given number of men it may well be that almost all would make good lieutenants and most of them good lieutenant-commanders, while only a minority be fit to be captains, and but three or four to be admirals."	0	0	
33465	Truman_1948_233	Retail prices have gone up at an annual rate of 10 percent.	1	0	
24641	Roosevelt_1904_427	In pursuance of this policy I shall shortly lay before the Senate treaties of arbitration with all powers which are willing to enter into these treaties with us.	0	1	
7435	Clinton_1999_113	"Last fall, Congress missed the opportunity to change that."	1	0	
10147	Coolidge_1928_20	"Under this sound and healthful encouragement the national income has increased nearly 50 per cent, until it is estimated to stand well over $90,000,000,000."	1	0	
9349	Coolidge_1926_106	"The Mississippi River system carries a commerce of over 50,000,000 tons at a saving of nearly $18,000,000 annually."	0	0	
2238	Bush_2005_121	"As President, I have a constitutional responsibility to nominate men and women who understand the role of courts in our democracy and are well- qualified to serve on the bench, and I have done so."	1	0	
23325	Roosevelt_1901_621	The advancement of the highest interests of national science and learning and the custody of objects of art and of the valuable results of scientific expeditions conducted by the United States have been committed to the Smithsonian Institution.	1	0	
21220	Reagan_1982_166	Some will also say our States and local communities are not up to the challenge of a new and creative partnership.	0	1	
6421	Clinton_1996_169	"And Congress should start by passing the bipartisan bill sponsored by Senator Kennedy and Senator Kassebaum that would require insurance companies to stop dropping people when they switch jobs, and stop denying coverage for preexisting conditions."	0	1	
29824	Taft_1909_153	"In dealing with the affairs of the other Departments, the heads of which all submit annual reports, I shall touch only those matters that seem to me to call for special mention on my part without minimizing in any way the recommendations made by them for legislation affecting their respective Departments, in all of which I wish to express my general concurrence."	1	1	
13564	Harding_1921_142	"There is, indeed, a too great divergence between the economic conditions of the most and the least favored classes in the community."	0	0	
4981	Carter_1981_1179	A new partnership has been created with Panama; it is a model for large and small nations.	1	0	
21030	Obama_2016_276	"They're out there, those voices."	0	0	
20862	Obama_2016_108	"We built a space program almost overnight, and twelve years later, we were walking on the moon."	1	0	
18278	Obama_2009_94	"But I also know that in a time of crisis, we cannot afford to govern out of anger, or yield to the politics of the moment."	0	1	
14214	Hoover_1929_357	There is no proper development and adherence to broad national policies and no central point where the searchlight of public opinion may concentrate itself.	0	0	
5106	Carter_1981_1304	"During 1980, the United States provided resettlement opportunities for 216,000 refugees from countries around the globe."	1	0	
35548	Wilson_1913_48	"The Treasury of the United States has, by a timely and well-considered distribution of its deposits, facilitated the moving of the crops in the present season and prevented the scarcity of available funds too often experienced at such times."	1	0	
12637	Eisenhower_1961_188	"After years of negotiation, a Columbia River Storage Development agreement with Canada now opens the way for early realization of unparalleled power, flood control and resource conservation benefits for the Pacific Northwest."	1	1	
4657	Carter_1981_855	VII.			NAS
4715	Carter_1981_913	"For the first time since the communization of Eastern Europe after World War II, the Soviets have sent combat forces into an area that was not previously under their control, into a non-aligned and sovereign state."	1	0	
5554	Clinton_1994_117	The people who most want to change this system are the people who are dependent on it.	0	1	General?
25995	Roosevelt_1906_457	We hope to play a constantly growing part in the great ocean of the Orient.	0	1	
19524	Obama_2012_235	"After World War II, we connected our States with a system of highways."	1	0	
9889	Coolidge_1927_209	"The Department of Agriculture is undergoing changes in organization in order more completely to separate the research and regulatory divisions, that each may be better administered."	0	1	Ongoing?
3027	Bush_2008_108	Let us increase the use of renewable power and emissions-free nuclear power.	0	1	
17835	Nixon_1972_84	"Our program to raise farm income will help meet it by helping to revitalize rural America, by giving to America's farmers their fair share of America's increasing productivity."	0	1	
11667	Eisenhower_1957_174	These principles motivate our actions within the United Nations.	0	0	Ongoing?
2933	Bush_2008_14	"Yet we have unfinished business before us, and the American people expect us to get it done."	0	1	
19708	Obama_2013_1	"""It is my task,"" he said, ""to report the State of the Union -- to improve it is the task of us all."""	1	0	
12646	Eisenhower_1961_197	Recommendations were also made to give assistance to colleges and universities for the construction of academic and residential buildings to meet future enrollment increases.	1	1	
970	Bush_1992_219	"We now have in law, enforcable spending caps, and a requirement that we pay for the programs we create."	0	1	
36487	Wilson_1919_130	"The business man gives his best thought to the repair and replenishment of his machinery, so that its usefulness will not be impaired and its power to produce may always be at its height and kept in full vigor and motion."	0	1	
17281	McKinley_1900_493	Very efficient service has been rendered by the Navy in connection with the insurrection in the Philippines and the recent disturbance in China.	1	0	
2667	Bush_2007_35	They are dropped into committee reports that are not even part of the bill that arrives on my desk.	1	0	
26443	Roosevelt_1907_242	"The process of injunction is an essential adjunct of the court's doing its work well; and as preventive measures are always better than remedial, the wise use of this process is from every standpoint commendable."	0	1	
112	Bush_1989_112	And he should not go free because prisons are too full.	0	1	
3435	Carter_1978_209	"Our third major foreign policy goal is one that touches the life of every American citizen every day, world economic growth and stability."	0	1	
3572	Carter_1979_95	None can and none will.	0	1	
3918	Carter_1981_116	These concerted efforts have been an integral part of my program to revitalize the economy.	1	0	
18102	Nixon_1974_119	"If the Congress will act on these proposals, more flexible funding will enable each Federal dollar to meet better the particular need of each particular school district."	0	1	
7726	Clinton_2000_12	My gratitude also goes to those of you in this chamber who have worked with us to put progress above partisanship.	1	0	
35421	Trump_2018_237	Our warriors in Afghanistan also have new rules of engagement.	1	0	
30280	Taft_1911_44	SITUATION AFTER READJUSTMENT.			NAS
25609	Roosevelt_1906_71	The instinct of the American people as a whole is sound in this matter.	0	0	
14462	Hoover_1931_35	"As our difficulties during the past year have plainly originated in large degree from these sources, any effort to bring about our own recuperation has dictated the necessity of cooperation by us with other nations in reasonable effort to restore world confidence and economic stability."	1	1	
14049	Hoover_1929_192	"Progress in improvement is about 50,000 miles of all types per annum, of which some 12,000 miles are of the more durable types."	1	1	
12033	Eisenhower_1959_100	"The major responsibility for development in these fields rests in the localities, even though the Federal Government will continue to do its proper part in meeting the genuine needs of a burgeoning population."	0	1	
16024	Johnson_1968_192	"True, there are some clouds on the horizon."	0	1	
11934	Eisenhower_1959_1	"One basic purpose unites us: To promote strength and security, side by side with liberty and opportunity."	0	1	
7654	Clinton_1999_332	"That's why we created AmeriCorps, our national service program that gives today's generation a chance to serve their communities and earn money for college."	1	1	
28029	Roosevelt_1936_129	In the hands of a people's Government this power is wholesome and proper.	0	0	
32334	Truman_1946_658	Our public works program should be timed to reach its peak after demand for private construction has begun to taper off.	1	1	
1578	Bush_2003_32	We should also strengthen the economy by treating investors equally in our tax laws.	0	1	
10500	Eisenhower_1954_4	We mean to continue that momentum and to increase it.	0	1	
31028	Taft_1912_83	"Owing to their presence the constituted Government of Nicaragua was free to devote its attention wholly to its internal troubles, and was thus enabled to stamp out the rebellion in a short space of time."	1	0	
29630	Roosevelt_1945_295	Our full-employment program requires the extensive development of our natural resources and other useful public works.	0	1	
14906	Johnson_1964_66	And every individual American taxpayer and every corporate taxpayer will benefit from the earliest possible passage of the pending tax bill from both the new investment it will bring and the new jobs that it will create.	0	1	
22724	Roosevelt_1901_20	"He had just been reelected to the Presidency because the majority of our citizens, the majority of our farmers and wage-workers, believed that he had faithfully upheld their interests for four years."	1	0	
14917	Johnson_1964_77	"In 1963, for the first time in history, we crossed the 70 million job mark, but we will soon need more than 75 million jobs."	1	1	
18582	Obama_2010_116	People are out of work.	0	0	Ongoing?
2186	Bush_2005_69	"But those dates are not so distant, as any parent will tell you."	0	1	
26224	Roosevelt_1907_23	"This is an age of combination, and any effort to prevent all combination will be not only useless, but in the end vicious, because of the contempt for law which the failure to enforce law inevitably produces."	0	1	
322	Bush_1990_32	"That all men are created equal, that they are endowed by their creator with certain unalienable rights, and that among these are life, liberty and the pursuit of happiness."""	0	0	
13773	Harding_1922_142	There is a call to make the alien respect our institutions while he accepts our hospitality.	0	1	
3161	Bush_2008_242	"We are also standing against the forces of extremism in the Holy Land, where we have new cause for hope."	0	1	
24742	Roosevelt_1904_528	Every measure taken concerning the islands should be taken primarily with a view to their advantage.	1	0	
34177	Truman_1952_12	We are now in the midst of our effort to reach that goal.	0	1	
29613	Roosevelt_1945_278	"In turn, others of the economic rights of American citizenship, such as the right to a decent home, to a good education, to good medical care, to social security, to reasonable farm income, will, if fulfilled, make major contributions to achieving adequate levels of employment."	0	1	
24330	Roosevelt_1904_116	"The death-rate statistics show a terrible increase in mortality, and especially in infant mortality, in overcrowded tenements."	0	0	
27015	Roosevelt_1907_814	"The use of detectives, though often necessary, tends towards abuse, and should be carefully guarded."	0	1	
9529	Coolidge_1926_286	"The Governor General is hampered in his selection of subordinates by the necessity of securing a confirmation, which has oftentimes driven him to the expediency of using Army officers in work for which civilian experts would be much better fitted."	1	0	
12722	Ford_1975_10	Our plant capacity and productivity are not increasing fast enough.	0	1	
6828	Clinton_1997_220	But the enduring worth of our nation lies in our shared values and our soaring spirit.	0	0	
7816	Clinton_2000_102	"Today, with the help of the Vice President's E-rate program, more than half of them are; and 90 percent of our schools have at least one connection to the Internet."	1	0	
18620	Obama_2010_154	It means making tough decisions about opening new offshore areas for oil and gas development.	0	0	
27582	Roosevelt_1908_529	"In Hawaii, for instance, it is worse than useless to establish a naval station unless we establish it behind fortifications so strong that no landing force can take them save by regular and long-continued siege operations."	0	1	
9717	Coolidge_1927_37	This is not a problem to be approached in a narrow or partisan spirit.	0	1	
10688	Eisenhower_1954_192	"Building on the agricultural laws of 1948 and 1949, we should establish a price support program with enough flexibility to attract the production of needed supplies of essential commodities and to stimulate the consumption of those commodities that are flooding American markets."	1	1	
